date,gold_24k_gram1,gold_22k_gram1,platinum_gram1,platinum_gram8
07-03-18,3071,2925,2666.0,21328.0
08-03-18,3061,2915,2666.0,21328.0
09-03-18,3050,2905,2632.0,21056.0
10-03-18,3066,2921,2632.0,21056.0
11-03-18,3066,2921,2632.0,21056.0
12-03-18,3046,2901,2625.0,21000.0
13-03-18,3042,2897,2646.0,21168.0
14-03-18,3054,2908,2646.0,21168.0
15-03-18,3046,2900,2657.0,21256.0
16-03-18,3041,2895,2657.0,21256.0
17-03-18,3041,2895,2616.0,20928.0
18-03-18,3041,2895,2616.0,20928.0
19-03-18,3030,2886,,
20-03-18,3043,2898,2637.0,21096.0
21-03-18,3044,2899,2615.0,20920.0
22-03-18,3069,2923,2621.0,20968.0
23-03-18,3086,2939,2623.0,20984.0
24-03-18,3105,2957,2623.0,20984.0
25-03-18,3105,2957,2623.0,20984.0
26-03-18,3094,2947,2623.0,20984.0
27-03-18,3095,2947,2617.0,20936.0
28-03-18,3084,2937,2617.0,20936.0
29-03-18,3067,2921,2617.0,20936.0
30-03-18,3066,2920,2617.0,20936.0
31-03-18,3072,2926,2617.0,20936.0
01-04-18,3072,2926,2617.0,20936.0
02-04-18,3071,2925,2586.0,20688.0
03-04-18,3085,2938,2586.0,20688.0
04-04-18,3099,2952,2586.0,20688.0
05-04-18,3065,2918,2562.0,20496.0
06-04-18,3058,2912,2541.0,20328.0
07-04-18,3075,2929,2519.0,20152.0
08-04-18,3075,2929,2519.0,20152.0
09-04-18,3070,2924,2519.0,20152.0
10-04-18,3080,2934,2548.0,20384.0
11-04-18,3107,2959,2564.0,20512.0
12-04-18,3120,2971,2564.0,20512.0
13-04-18,3108,2960,2581.0,20648.0
14-04-18,3140,2992,2577.0,20616.0
15-04-18,3140,2992,2577.0,20616.0
16-04-18,3124,2975,2577.0,20616.0
17-04-18,3127,2978,2586.0,20688.0
18-04-18,3142,2992,2578.0,20624.0
19-04-18,3155,3005,2636.0,21088.0
20-04-18,3147,2995,2632.0,21056.0
21-04-18,3151,3001,2632.0,21056.0
22-04-18,3151,3001,2632.0,21056.0
23-04-18,3137,2988,2614.0,20912.0
24-04-18,3131,2982,2590.0,20720.0
25-04-18,3147,2998,2590.0,20720.0
26-04-18,3140,2990,2595.0,20760.0
27-04-18,3129,2980,2589.0,20712.0
28-04-18,3140,2990,2589.0,20712.0
29-04-18,3140,2990,2589.0,20712.0
30-04-18,3115,2966,2589.0,20712.0
01-05-18,3114,2966,2589.0,20712.0
02-05-18,3109,2960,2589.0,20712.0
03-05-18,3106,2958,2543.0,20344.0
04-05-18,3113,2965,2554.0,20432.0
05-05-18,3134,2985,2554.0,20432.0
06-05-18,3134,2985,2554.0,20432.0
07-05-18,3134,2985,2557.0,20456.0
08-05-18,3123,2974,2557.0,20456.0
09-05-18,3127,2978,2557.0,20456.0
10-05-18,3139,2989,2611.0,20888.0
11-05-18,3154,3004,,
12-05-18,3166,3015,2638.0,21104.0
13-05-18,3166,3015,2638.0,21104.0
14-05-18,3158,3008,2638.0,21104.0
15-05-18,3150,3000,2638.0,21104.0
16-05-18,3117,2967,2584.0,20672.0
17-05-18,3100,2950,2576.0,20608.0
18-05-18,3110,2962,2576.0,20608.0
19-05-18,3124,2975,2576.0,20608.0
20-05-18,3124,2975,2576.0,20608.0
21-05-18,3105,2957,2554.0,20432.0
22-05-18,3123,2975,2554.0,20432.0
23-05-18,3132,2983,2561.0,20488.0
24-05-18,3139,2990,2615.0,20920.0
25-05-18,3135,2986,2614.0,20912.0
26-05-18,3133,2984,2614.0,20912.0
27-05-18,3133,2984,2614.0,20912.0
28-05-18,3104,2956,2630.0,21040.0
29-05-18,3138,2990,2630.0,21040.0
30-05-18,3110,2962,2600.0,20800.0
31-05-18,3118,2969,2603.0,20824.0
01-06-18,3098,2950,2598.0,20784.0
02-06-18,3089,2942,2577.0,20616.0
03-06-18,3089,2942,2577.0,20616.0
04-06-18,3084,2937,2577.0,20616.0
05-06-18,3086,2939,2577.0,20616.0
06-06-18,3088,2941,2581.0,20648.0
07-06-18,3089,2942,2567.0,20536.0
08-06-18,3115,2967,2577.0,20616.0
09-06-18,3118,2970,,
10-06-18,3118,2970,2577.0,20616.0
11-06-18,3100,2952,2584.0,20672.0
12-06-18,3100,2952,2584.0,20672.0
13-06-18,3102,2954,2591.0,20728.0
14-06-18,3119,2970,2585.0,20680.0
15-06-18,3125,2976,2585.0,20680.0
16-06-18,3095,2948,2585.0,20680.0
17-06-18,3095,2948,2585.0,20680.0
18-06-18,3092,2945,2513.0,20104.0
19-06-18,3096,2949,2556.0,20448.0
20-06-18,3079,2932,2556.0,20448.0
21-06-18,3061,2915,2512.0,20096.0
22-06-18,3061,2915,2513.0,20104.0
23-06-18,3071,2925,2513.0,20104.0
24-06-18,3071,2925,2513.0,20104.0
25-06-18,3076,2930,2513.0,20104.0
26-06-18,3054,2908,2513.0,20104.0
27-06-18,3070,2924,2517.0,20136.0
28-06-18,3067,2921,2508.0,20064.0
29-06-18,3051,2906,2501.0,20008.0
30-06-18,3059,2913,2501.0,20008.0
01-07-18,3059,2913,2501.0,20008.0
02-07-18,3048,2903,2486.0,19888.0
03-07-18,3040,2895,2454.0,19632.0
04-07-18,3063,2917,2454.0,19632.0
05-07-18,3066,2920,2454.0,19632.0
06-07-18,3071,2925,2454.0,19632.0
07-07-18,3070,2924,2460.0,19680.0
08-07-18,3070,2924,2460.0,19680.0
09-07-18,3073,2927,2460.0,19680.0
10-07-18,3061,2915,2460.0,19680.0
11-07-18,3057,2911,2482.0,19856.0
12-07-18,3037,2891,2482.0,19856.0
13-07-18,3024,2880,2482.0,19856.0
14-07-18,3029,2885,2482.0,19856.0
15-07-18,3029,2885,2482.0,19856.0
16-07-18,3032,2888,2431.0,19448.0
17-07-18,3021,2877,2431.0,19448.0
18-07-18,2987,2844,2431.0,19448.0
19-07-18,2993,2850,2431.0,19448.0
20-07-18,2997,2854,2431.0,19448.0
21-07-18,3018,2874,2349.0,18792.0
22-07-18,3018,2874,2349.0,18792.0
23-07-18,3009,2865,2421.0,19368.0
24-07-18,3006,2863,2416.0,19328.0
25-07-18,3006,2863,2441.0,19528.0
26-07-18,3006,2863,2441.0,19528.0
27-07-18,2988,2846,2441.0,19528.0
28-07-18,3003,2860,2441.0,19528.0
29-07-18,3003,2860,2441.0,19528.0
30-07-18,2989,2847,2441.0,19528.0
31-07-18,2983,2841,2431.0,19448.0
01-08-18,2985,2843,2431.0,19448.0
02-08-18,2974,2832,2431.0,19448.0
03-08-18,2959,2817,2432.0,19456.0
04-08-18,2973,2831,2416.0,19328.0
05-08-18,2973,2831,2416.0,19328.0
06-08-18,2966,2825,2416.0,19328.0
07-08-18,2969,2828,2441.0,19528.0
08-08-18,2963,2822,2437.0,19496.0
09-08-18,2962,2821,2422.0,19376.0
10-08-18,2964,2823,2422.0,19376.0
11-08-18,2984,2842,2422.0,19376.0
12-08-18,2984,2842,2422.0,19376.0
13-08-18,2986,2844,2422.0,19376.0
14-08-18,2968,2827,2452.0,19616.0
15-08-18,2977,2835,2452.0,19616.0
16-08-18,2957,2817,2423.0,19384.0
17-08-18,2944,2804,2345.0,18760.0
18-08-18,2961,2820,2345.0,18760.0
19-08-18,2961,2820,2345.0,18760.0
20-08-18,2952,2811,2345.0,18760.0
21-08-18,2965,2824,2340.0,18720.0
22-08-18,2974,2832,2359.0,18872.0
23-08-18,2968,2826,2367.0,18936.0
24-08-18,2975,2833,2367.0,18936.0
25-08-18,3004,2861,2367.0,18936.0
26-08-18,3004,2861,2367.0,18936.0
27-08-18,2999,2856,2367.0,18936.0
28-08-18,3026,2882,2367.0,18936.0
29-08-18,3015,2872,2367.0,18936.0
30-08-18,3024,2880,2367.0,18936.0
31-08-18,3039,2894,2412.0,19296.0
01-09-18,3029,2885,2412.0,19296.0
02-09-18,3029,2885,2412.0,19296.0
03-09-18,3027,2883,2429.0,19432.0
04-09-18,3034,2890,2429.0,19432.0
05-09-18,3044,2900,2429.0,19432.0
06-09-18,3067,2923,2381.0,19048.0
07-09-18,3056,2910,,
08-09-18,3065,2919,2391.0,19128.0
09-09-18,3065,2919,2391.0,19128.0
10-09-18,3063,2917,2392.0,19136.0
11-09-18,3072,2926,2417.0,19336.0
12-09-18,3061,2915,,
13-09-18,3068,2922,,
14-09-18,3067,2921,2491.0,19928.0
15-09-18,3066,2920,2491.0,19928.0
16-09-18,3066,2920,2491.0,19928.0
17-09-18,3082,2935,2491.0,19928.0
18-09-18,3083,2936,2491.0,19928.0
19-09-18,3097,2950,2484.0,19872.0
20-09-18,3076,2929,2531.0,20248.0
21-09-18,3092,2945,2540.0,20320.0
22-09-18,3077,2930,2538.0,20304.0
23-09-18,3077,2930,2538.0,20304.0
24-09-18,3083,2936,2538.0,20304.0
25-09-18,3090,2943,2575.0,20600.0
26-09-18,3085,2938,2582.0,20656.0
27-09-18,3075,2929,2559.0,20472.0
28-09-18,3049,2904,2559.0,20472.0
29-09-18,3074,2928,2521.0,20168.0
30-09-18,3074,2928,2521.0,20168.0
01-10-18,3061,2915,2529.0,20232.0
02-10-18,3084,2938,2538.0,20304.0
03-10-18,3118,2972,2538.0,20304.0
04-10-18,3123,2974,2538.0,20304.0
05-10-18,3137,2988,2619.0,20952.0
06-10-18,3158,3008,2619.0,20952.0
07-10-18,3158,3008,2619.0,20952.0
08-10-18,3131,2981,2590.0,20720.0
09-10-18,3121,2972,2577.0,20616.0
10-10-18,3116,2968,2577.0,20616.0
11-10-18,3141,2991,2577.0,20616.0
12-10-18,3177,3026,2587.0,20696.0
13-10-18,3176,3025,2597.0,20776.0
14-10-18,3176,3025,2597.0,20776.0
15-10-18,3211,3058,2644.0,21152.0
16-10-18,3196,3043,2644.0,21152.0
17-10-18,3186,3034,2662.0,21296.0
18-10-18,3185,3033,2662.0,21296.0
19-10-18,3194,3042,2662.0,21296.0
20-10-18,3189,3037,2662.0,21296.0
21-10-18,3189,3037,2662.0,21296.0
22-10-18,3172,3021,2613.0,20904.0
23-10-18,3210,3057,2613.0,20904.0
24-10-18,3183,3031,2614.0,20912.0
25-10-18,3187,3035,2588.0,20704.0
26-10-18,3204,3052,2606.0,20848.0
27-10-18,3197,3045,2606.0,20848.0
28-10-18,3197,3045,2606.0,20848.0
29-10-18,3190,3038,2606.0,20848.0
30-10-18,3186,3035,2587.0,20696.0
31-10-18,3180,3028,2638.0,21104.0
01-11-18,3186,3034,2638.0,21104.0
02-11-18,3178,3026,2627.0,21016.0
03-11-18,3191,3039,2614.0,20912.0
04-11-18,3191,3039,2614.0,20912.0
05-11-18,3187,3035,2689.0,21512.0
06-11-18,3197,3044,2689.0,21512.0
07-11-18,3176,3023,2689.0,21512.0
08-11-18,3156,3003,2695.0,21560.0
09-11-18,3156,3003,2695.0,21560.0
10-11-18,3138,2985,2695.0,21560.0
11-11-18,3138,2985,,
12-11-18,3139,2986,2695.0,21560.0
13-11-18,3117,2968,2638.0,21104.0
14-11-18,3096,2947,2638.0,21104.0
15-11-18,3119,2970,2596.0,20768.0
16-11-18,3106,2957,2575.0,20600.0
17-11-18,3124,2975,,
18-11-18,3124,2975,2575.0,20600.0
19-11-18,3102,2957,2583.0,20664.0
20-11-18,3105,2960,2586.0,20688.0
21-11-18,3107,2962,2572.0,20576.0
22-11-18,3100,2955,2575.0,20600.0
23-11-18,3080,2935,2573.0,20584.0
24-11-18,3079,2934,2573.0,20584.0
25-11-18,3079,2934,2573.0,20584.0
26-11-18,3077,2932,2570.0,20560.0
27-11-18,3076,2931,2550.0,20400.0
28-11-18,3055,2910,2550.0,20400.0
29-11-18,3054,2909,2548.0,20384.0
30-11-18,3047,2902,2488.0,19904.0
01-12-18,3050,2905,2488.0,19904.0
02-12-18,3050,2905,2488.0,19904.0
03-12-18,3075,2930,2408.0,19264.0
04-12-18,3098,2953,2420.0,19360.0
05-12-18,3095,2949,2420.0,19360.0
06-12-18,3116,2970,2438.0,19504.0
07-12-18,3111,2965,2421.0,19368.0
08-12-18,3156,3010,2389.0,19112.0
09-12-18,3156,3010,2389.0,19112.0
10-12-18,3150,3004,2416.0,19328.0
11-12-18,3170,3024,2416.0,19328.0
12-12-18,3170,3024,2426.0,19408.0
13-12-18,3158,3012,2426.0,19408.0
14-12-18,3150,3004,,
15-12-18,3156,3010,2426.0,19408.0
16-12-18,3156,3010,2426.0,19408.0
17-12-18,3139,2993,2414.0,19312.0
18-12-18,3132,2986,2412.0,19296.0
19-12-18,3114,2968,2392.0,19136.0
20-12-18,3108,2962,2383.0,19064.0
21-12-18,3133,2987,2389.0,19112.0
22-12-18,3125,2979,2389.0,19112.0
23-12-18,3125,2979,2389.0,19112.0
24-12-18,3133,2987,2389.0,19112.0
25-12-18,3151,3005,2382.0,19056.0
26-12-18,3153,3007,2388.0,19104.0
27-12-18,3163,3017,2393.0,19144.0
28-12-18,3162,3016,2393.0,19144.0
29-12-18,3168,3022,2385.0,19080.0
30-12-18,3168,3022,2385.0,19080.0
31-12-18,3163,3017,2365.0,18920.0
01-01-19,3167,3021,2365.0,18920.0
02-01-19,3185,3039,2365.0,18920.0
03-01-19,3198,3052,2362.0,18896.0
04-01-19,3183,3037,2383.0,19064.0
05-01-19,3170,3024,2367.0,18936.0
06-01-19,3170,3024,2367.0,18936.0
07-01-19,3190,3044,2367.0,18936.0
08-01-19,3183,3037,2372.0,18976.0
09-01-19,3197,3051,2484.0,19872.0
10-01-19,3223,3076,2484.0,19872.0
11-01-19,3219,3072,2477.0,19816.0
12-01-19,3223,3076,,
13-01-19,3223,3076,2477.0,19816.0
14-01-19,3235,3088,2477.0,19816.0
15-01-19,3238,3091,2479.0,19832.0
16-01-19,3249,3102,2479.0,19832.0
17-01-19,3258,3111,2447.0,19576.0
18-01-19,3240,3093,2447.0,19576.0
19-01-19,3238,3091,2448.0,19584.0
20-01-19,3238,3091,,
21-01-19,3227,3080,2444.0,19552.0
22-01-19,3243,3096,2443.0,19544.0
23-01-19,3244,3097,2443.0,19544.0
24-01-19,3236,3089,2423.0,19384.0
25-01-19,3239,3092,2417.0,19336.0
26-01-19,3268,3121,2417.0,19336.0
27-01-19,3268,3121,2417.0,19336.0
28-01-19,3274,3127,2417.0,19336.0
29-01-19,3292,3145,2475.0,19800.0
30-01-19,3308,3161,2475.0,19800.0
31-01-19,3320,3173,2472.0,19776.0
01-02-19,3333,3186,2538.0,20304.0
02-02-19,3341,3194,2538.0,20304.0
03-02-19,3341,3194,2538.0,20304.0
04-02-19,3328,3181,2549.0,20392.0
05-02-19,3328,3181,2567.0,20536.0
06-02-19,3329,3182,2556.0,20448.0
07-02-19,3303,3156,2556.0,20448.0
08-02-19,3297,3150,2556.0,20448.0
09-02-19,3320,3173,2556.0,20448.0
10-02-19,3320,3173,2556.0,20448.0
11-02-19,3297,3150,2556.0,20448.0
12-02-19,3292,3145,2554.0,20432.0
13-02-19,3288,3141,2454.0,19632.0
14-02-19,3292,3145,2433.0,19464.0
15-02-19,3320,3173,2439.0,19512.0
16-02-19,3337,3190,2431.0,19448.0
17-02-19,3337,3190,2431.0,19448.0
18-02-19,3343,3196,2448.0,19584.0
19-02-19,3358,3211,2448.0,19584.0
20-02-19,3373,3226,2512.0,20096.0
21-02-19,3353,3206,2512.0,20096.0
22-02-19,3336,3189,2555.0,20440.0
23-02-19,3347,3200,2555.0,20440.0
24-02-19,3347,3200,2555.0,20440.0
25-02-19,3334,3187,2555.0,20440.0
26-02-19,3329,3182,2561.0,20488.0
27-02-19,3340,3193,2616.0,20928.0
28-02-19,3330,3183,2616.0,20928.0
01-03-19,3284,3137,2674.0,21392.0
02-03-19,3269,3122,2675.0,21400.0
03-03-19,3269,3122,2675.0,21400.0
04-03-19,3255,3108,2675.0,21400.0
05-03-19,3225,3078,2652.0,21216.0
06-03-19,3227,3080,2591.0,20728.0
07-03-19,3206,3059,2574.0,20592.0
08-03-19,3219,3072,2522.0,20176.0
09-03-19,3239,3092,2522.0,20176.0
10-03-19,3239,3092,2522.0,20176.0
11-03-19,3225,3077,2522.0,20176.0
12-03-19,3208,3060,2491.0,19928.0
13-03-19,3235,3087,2480.0,19840.0
14-03-19,3220,3072,2525.0,20200.0
15-03-19,3204,3056,2557.0,20456.0
16-03-19,3207,3059,2503.0,20024.0
17-03-19,3207,3059,2503.0,20024.0
18-03-19,3184,3036,2503.0,20024.0
19-03-19,3198,3050,2516.0,20128.0
20-03-19,3187,3039,2482.0,19856.0
21-03-19,3210,3062,2544.0,20352.0
22-03-19,3209,3061,2544.0,20352.0
23-03-19,3230,3082,2597.0,20776.0
24-03-19,3230,3082,2597.0,20776.0
25-03-19,3215,3067,2597.0,20776.0
26-03-19,3212,3064,2556.0,20448.0
27-03-19,3212,3064,2556.0,20448.0
28-03-19,3197,3049,2567.0,20536.0
29-03-19,3172,3025,2579.0,20632.0
30-03-19,3195,3048,2529.0,20232.0
31-03-19,3195,3048,2529.0,20232.0
01-04-19,3181,3034,2529.0,20232.0
02-04-19,3161,3014,2529.0,20232.0
03-04-19,3149,3002,2560.0,20480.0
04-04-19,3167,3020,2531.0,20248.0
05-04-19,3175,3028,2576.0,20608.0
06-04-19,3180,3033,2643.0,21144.0
07-04-19,3180,3033,,
08-04-19,3200,3053,2713.0,21704.0
09-04-19,3203,3056,2713.0,21704.0
10-04-19,3199,3052,2744.0,21952.0
11-04-19,3190,3043,,
12-04-19,3176,3029,2660.0,21280.0
13-04-19,3179,3031,2660.0,21280.0
14-04-19,3179,3031,2691.0,21528.0
15-04-19,3164,3016,2691.0,21528.0
16-04-19,3179,3031,,
17-04-19,3168,3017,2660.0,21280.0
18-04-19,3168,3017,,
19-04-19,3163,3012,2673.0,21384.0
20-04-19,3166,3015,2673.0,21384.0
21-04-19,3166,3015,2673.0,21384.0
22-04-19,3172,3021,2673.0,21384.0
23-04-19,3168,3017,2685.0,21480.0
24-04-19,3171,3020,2685.0,21480.0
25-04-19,3193,3042,2678.0,21424.0
26-04-19,3195,3044,2678.0,21424.0
27-04-19,3206,3055,2678.0,21424.0
28-04-19,3206,3055,2665.0,21320.0
29-04-19,3199,3048,2665.0,21320.0
30-04-19,3192,3041,2696.0,21568.0
01-05-19,3189,3038,2705.0,21640.0
02-05-19,3153,3002,2705.0,21640.0
03-05-19,3143,2992,2577.0,20616.0
04-05-19,3163,3012,2577.0,20616.0
05-05-19,3163,3012,2571.0,20568.0
06-05-19,3168,3017,2571.0,20568.0
07-05-19,3173,3022,2574.0,20592.0
08-05-19,3181,3030,2572.0,20576.0
09-05-19,3191,3040,2627.0,21016.0
10-05-19,3189,3038,2628.0,21024.0
11-05-19,3203,3052,2628.0,21024.0
12-05-19,3203,3052,2628.0,21024.0
13-05-19,3205,3054,2628.0,21024.0
14-05-19,3236,3085,2628.0,21024.0
15-05-19,3230,3083,2619.0,20952.0
16-05-19,3217,3070,2619.0,20952.0
17-05-19,3205,3058,2619.0,20952.0
18-05-19,3197,3050,2619.0,20952.0
19-05-19,3197,3050,2619.0,20952.0
20-05-19,3163,3016,2619.0,20952.0
21-05-19,3167,3020,2619.0,20952.0
22-05-19,3162,3015,2619.0,20952.0
23-05-19,3176,3026,2449.0,19592.0
24-05-19,3180,3030,2449.0,19592.0
25-05-19,3181,3031,2449.0,19592.0
26-05-19,3181,3031,2449.0,19592.0
27-05-19,3187,3037,2427.0,19416.0
28-05-19,3185,3035,2430.0,19440.0
29-05-19,3197,3047,2425.0,19400.0
30-05-19,3181,3031,2425.0,19400.0
31-05-19,3212,3062,2425.0,19400.0
01-06-19,3229,3079,2425.0,19400.0
02-06-19,3229,3079,,
03-06-19,3226,3076,2425.0,19400.0
04-06-19,3250,3097,2417.0,19336.0
05-06-19,3271,3116,2417.0,19336.0
06-06-19,3278,3122,2464.0,19712.0
07-06-19,3279,3123,,
08-06-19,3298,3142,2464.0,19712.0
09-06-19,3298,3142,2464.0,19712.0
10-06-19,3267,3111,2427.0,19416.0
11-06-19,3253,3097,2427.0,19416.0
12-06-19,3275,3119,2434.0,19472.0
13-06-19,3278,3122,2449.0,19592.0
14-06-19,3317,3161,2457.0,19656.0
15-06-19,3304,3148,2447.0,19576.0
16-06-19,3304,3148,,
17-06-19,3288,3132,2447.0,19576.0
18-06-19,3301,3145,,
19-06-19,3303,3147,2447.0,19576.0
20-06-19,3369,3213,2447.0,19576.0
21-06-19,3393,3237,2470.0,19760.0
22-06-19,3415,3259,2470.0,19760.0
23-06-19,3415,3259,2470.0,19760.0
24-06-19,3421,3265,2470.0,19760.0
25-06-19,3461,3303,2439.0,19512.0
26-06-19,3405,3247,2459.0,19672.0
27-06-19,3397,3239,2459.0,19672.0
28-06-19,3412,3254,2459.0,19672.0
29-06-19,3410,3252,2459.0,19672.0
30-06-19,3410,3252,2459.0,19672.0
01-07-19,3374,3216,2457.0,19656.0
02-07-19,3374,3216,2457.0,19656.0
03-07-19,3433,3274,2528.0,20224.0
04-07-19,3412,3255,2493.0,19944.0
05-07-19,3476,3319,2588.0,20704.0
06-07-19,3438,3281,2588.0,20704.0
07-07-19,3438,3281,2497.0,19976.0
08-07-19,3460,3303,2493.0,19944.0
09-07-19,3421,3264,2524.0,20192.0
10-07-19,3427,3270,2524.0,20192.0
11-07-19,3487,3330,2524.0,20192.0
12-07-19,3453,3296,2524.0,20192.0
13-07-19,3473,3316,2445.0,19560.0
14-07-19,3473,3316,2445.0,19560.0
15-07-19,3469,3312,2445.0,19560.0
16-07-19,3469,3312,2491.0,19928.0
17-07-19,3451,3294,2546.0,20368.0
18-07-19,3489,3332,2549.0,20392.0
19-07-19,3520,3363,2537.0,20296.0
20-07-19,3502,3345,2537.0,20296.0
21-07-19,3502,3345,2537.0,20296.0
22-07-19,3505,3348,2585.0,20680.0
23-07-19,3489,3332,2585.0,20680.0
24-07-19,3497,3340,2578.0,20624.0
25-07-19,3502,3345,2578.0,20624.0
26-07-19,3487,3330,,
27-07-19,3488,3331,2578.0,20624.0
28-07-19,3488,3331,,
29-07-19,3481,3324,2578.0,20624.0
30-07-19,3490,3333,2624.0,20992.0
31-07-19,3493,3336,2630.0,21040.0
01-08-19,3467,3310,2647.0,21176.0
02-08-19,3540,3383,2639.0,21112.0
03-08-19,3573,3416,2565.0,20520.0
04-08-19,3573,3416,,
05-08-19,3617,3460,2565.0,20520.0
06-08-19,3630,3473,2569.0,20552.0
07-08-19,3704,3547,2644.0,21152.0
08-08-19,3715,3558,2644.0,21152.0
09-08-19,3726,3569,2644.0,21152.0
10-08-19,3739,3582,2644.0,21152.0
11-08-19,3739,3582,2644.0,21152.0
12-08-19,3760,3603,2644.0,21152.0
13-08-19,3784,3627,2644.0,21152.0
14-08-19,3735,3578,2644.0,21152.0
15-08-19,3775,3618,2700.0,21600.0
16-08-19,3740,3583,2700.0,21600.0
17-08-19,3764,3607,2616.0,20928.0
18-08-19,3764,3607,2616.0,20928.0
19-08-19,3741,3584,2616.0,20928.0
20-08-19,3761,3604,2613.0,20904.0
21-08-19,3751,3594,2613.0,20904.0
22-08-19,3765,3608,2662.0,21296.0
23-08-19,3757,3600,2677.0,21416.0
24-08-19,3837,3680,2688.0,21504.0
25-08-19,3837,3680,,
26-08-19,3842,3685,2688.0,21504.0
27-08-19,3837,3680,2684.0,21472.0
28-08-19,3870,3713,2693.0,21544.0
29-08-19,3869,3712,2709.0,21672.0
30-08-19,3839,3682,2748.0,21984.0
31-08-19,3848,3691,2909.0,23272.0
01-09-19,3848,3691,2909.0,23272.0
02-09-19,3859,3702,2947.0,23576.0
03-09-19,3886,3729,2947.0,23576.0
04-09-19,3898,3741,2915.0,23320.0
05-09-19,3898,3741,2915.0,23320.0
06-09-19,3815,3658,3069.0,24552.0
07-09-19,3828,3671,3058.0,24464.0
08-09-19,3828,3671,3058.0,24464.0
09-09-19,3816,3659,2969.0,23752.0
10-09-19,3806,3649,2969.0,23752.0
11-09-19,3791,3634,2998.0,23984.0
12-09-19,3771,3614,2940.0,23520.0
13-09-19,3769,3612,2946.0,23568.0
14-09-19,3741,3584,2946.0,23568.0
15-09-19,3741,3584,,
16-09-19,3777,3620,2955.0,23640.0
17-09-19,3772,3615,2941.0,23528.0
18-09-19,3757,3600,2961.0,23688.0
19-09-19,3737,3580,2961.0,23688.0
20-09-19,3743,3586,2938.0,23504.0
21-09-19,3770,3613,2938.0,23504.0
22-09-19,3770,3613,2938.0,23504.0
23-09-19,3769,3612,2911.0,23288.0
24-09-19,3771,3614,2918.0,23344.0
25-09-19,3799,3642,2918.0,23344.0
26-09-19,3753,3596,2918.0,23344.0
27-09-19,3756,3599,2918.0,23344.0
28-09-19,3775,3618,2918.0,23344.0
29-09-19,3775,3618,2918.0,23344.0
30-09-19,3745,3588,2894.0,23152.0
01-10-19,3713,3556,2894.0,23152.0
02-10-19,3763,3606,2894.0,23152.0
03-10-19,3787,3630,2800.0,22400.0
04-10-19,3801,3644,2742.0,21936.0
05-10-19,3805,3648,2790.0,22320.0
06-10-19,3805,3648,2790.0,22320.0
07-10-19,3809,3652,2724.0,21792.0
08-10-19,3805,3648,2724.0,21792.0
09-10-19,3815,3658,2724.0,21792.0
10-10-19,3827,3670,2768.0,22144.0
11-10-19,3810,3653,2761.0,22088.0
12-10-19,3809,3644,2761.0,22088.0
13-10-19,3809,3644,2761.0,22088.0
14-10-19,3825,3660,2772.0,22176.0
15-10-19,3843,3678,2772.0,22176.0
16-10-19,3826,3661,2772.0,22176.0
17-10-19,3828,3663,2791.0,22328.0
18-10-19,3822,3657,2791.0,22328.0
19-10-19,3831,3666,2791.0,22328.0
20-10-19,3831,3666,2791.0,22328.0
21-10-19,3822,3657,2780.0,22240.0
22-10-19,3817,3652,2764.0,22112.0
23-10-19,3832,3667,2799.0,22392.0
24-10-19,3828,3663,2764.0,22112.0
25-10-19,3858,3693,2792.0,22336.0
26-10-19,3853,3688,2792.0,22336.0
27-10-19,3853,3688,2792.0,22336.0
28-10-19,3848,3685,2881.0,23048.0
29-10-19,3827,3664,2881.0,23048.0
30-10-19,3830,3667,2881.0,23048.0
31-10-19,3859,3696,2881.0,23048.0
01-11-19,3876,3713,2854.0,22832.0
02-11-19,3868,3705,2854.0,22832.0
03-11-19,3868,3705,2854.0,22832.0
04-11-19,3864,3701,2854.0,22832.0
05-11-19,3855,3692,2905.0,23240.0
06-11-19,3821,3658,2905.0,23240.0
07-11-19,3821,3658,2905.0,23240.0
08-11-19,3796,3633,2887.0,23096.0
09-11-19,3793,3630,2889.0,23112.0
10-11-19,3793,3630,2889.0,23112.0
11-11-19,3799,3636,2889.0,23112.0
12-11-19,3781,3618,2898.0,23184.0
13-11-19,3807,3644,2787.0,22296.0
14-11-19,3826,3663,2767.0,22136.0
15-11-19,3801,3638,2767.0,22136.0
16-11-19,3808,3645,2748.0,21984.0
17-11-19,3808,3645,2748.0,21984.0
18-11-19,3790,3629,2750.0,22000.0
19-11-19,3810,3649,2750.0,22000.0
20-11-19,3825,3664,2782.0,22256.0
21-11-19,3815,3654,2782.0,22256.0
22-11-19,3807,3646,2836.0,22688.0
23-11-19,3800,3639,2836.0,22688.0
24-11-19,3800,3639,2836.0,22688.0
25-11-19,3784,3623,2876.0,23008.0
26-11-19,3779,3618,2876.0,23008.0
27-11-19,3773,3612,2832.0,22656.0
28-11-19,3775,3614,2804.0,22432.0
29-11-19,3787,3626,2804.0,22432.0
30-11-19,3807,3646,2827.0,22616.0
01-12-19,3807,3646,2827.0,22616.0
02-12-19,3778,3617,2803.0,22424.0
03-12-19,3789,3628,2803.0,22424.0
04-12-19,3809,3648,2815.0,22520.0
05-12-19,3826,3644,2831.0,22648.0
06-12-19,3822,3640,2831.0,22648.0
07-12-19,3793,3612,2849.0,22792.0
08-12-19,3793,3612,2849.0,22792.0
09-12-19,3785,3605,2785.0,22280.0
